genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	start	end	strand	na_length	gene	product	plfam_id	pgfam_id
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3133	RUMHYD_00127	132311	133015	+	705		Branched-chain amino acid ABC transporter, ATP-binding protein LivF (TC 3.A.1.4.1)	PLF_572511_00050497	PGF_00700305
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3134	RUMHYD_00128	133009	134043	+	1035		hypothetical protein	PLF_572511_00036251	PGF_04094532
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3135	RUMHYD_00129	134278	136068	+	1791	fucI	L-fucose isomerase (EC 5.3.1.25) @ D-Arabinose ketol-isomerase (EC 5.3.1.3)	PLF_572511_00000456	PGF_00016097
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3136	RUMHYD_00130	136097	137263	+	1167		Aspartate aminotransferase (EC 2.6.1.1)	PLF_572511_00029193	PGF_04544396
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3137	RUMHYD_00131	137278	138879	+	1602		Ribulokinase (EC 2.7.1.16)	PLF_572511_00000475	PGF_00048964
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3138	RUMHYD_00132	138939	139331	-	393		hypothetical protein	PLF_572511_00001240	PGF_08225224
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3139	RUMHYD_00133	139527	141191	+	1665		Voltage-gated H(+)/2Cl(-) exchange transporter ClcA	PLF_572511_00034132	PGF_07370370
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3140	RUMHYD_00135	141188	141943	+	756	xth	Exodeoxyribonuclease III (EC 3.1.11.2)	PLF_572511_00001681	PGF_07420523
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3141	RUMHYD_00136	141962	143233	+	1272		Limit dextrin alpha-1,6-maltotetraose-hydrolase (EC 3.2.1.196)	PLF_572511_00006699	PGF_05732875
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3142	RUMHYD_00137	143236	143823	+	588		Limit dextrin alpha-1,6-maltotetraose-hydrolase (EC 3.2.1.196)	PLF_572511_00006699	PGF_05732875
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3143	RUMHYD_00138	143836	144372	+	537		hypothetical protein	PLF_572511_00000903	PGF_01129740
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3144		144403	144603	-	201		hypothetical protein	PLF_572511_00029458	PGF_04925724
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3145	RUMHYD_00139	144635	146131	+	1497	putP	Proline/sodium symporter PutP (TC 2.A.21.2.1) @ Propionate/sodium symporter	PLF_572511_00002652	PGF_07303950
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3146	RUMHYD_00140	146431	146739	+	309		Retron-type RNA-directed DNA polymerase (EC 2.7.7.49)	PLF_572511_00001905	PGF_04664292
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3147	RUMHYD_00141	146736	146900	+	165		hypothetical protein	PLF_572511_00025894	PGF_04873480
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3148	RUMHYD_00142	146957	147112	+	156		hypothetical protein	PLF_572511_00024351	PGF_04369019
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3149	RUMHYD_00143	147315	147668	-	354		Transcriptional regulator, HxlR family	PLF_572511_00044458	PGF_03320197
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3150	RUMHYD_00144	147822	148349	+	528		Nitroreductase family protein	PLF_572511_00022962	PGF_06672158
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3151	RUMHYD_00146	148712	149557	+	846		Uncharacterized transcriptional regulator YbfI, AraC family	PLF_572511_00027168	PGF_03066404
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3152	RUMHYD_00147	149547	149741	+	195		hypothetical protein	PLF_572511_00036140	PGF_04467403
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3153		150196	150798	+	603		UDP-galactopyranose mutase (EC 5.4.99.9)	PLF_572511_00022853	PGF_00064046
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	gap	fig|476272.21.gap.163		150760	150770	+	11		undefind gap		
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3154	RUMHYD_00149	150795	151310	+	516		UDP-galactopyranose mutase (EC 5.4.99.9)	PLF_572511_00022853	PGF_00064046
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3155	RUMHYD_00150	151324	151914	+	591		hypothetical protein	PLF_572511_00034001	PGF_05447216
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3156	RUMHYD_00151	151916	154834	+	2919		Predicted insulinase-like Zn-dependent peptidase DVU0941	PLF_572511_00005893	PGF_00134118
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3157	RUMHYD_00152	154851	155756	+	906	era	GTP-binding protein Era	PLF_572511_00000769	PGF_00007027
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3158	RUMHYD_00153	155787	156539	+	753	recO	DNA recombination and repair protein RecO	PLF_572511_00001665	PGF_06216244
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3159	RUMHYD_00154	156696	158090	+	1395	glyS	Glycyl-tRNA synthetase (EC 6.1.1.14)	PLF_572511_00000205	PGF_00009966
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3160	RUMHYD_00155	158245	159492	+	1248		6-phosphofructokinase (EC 2.7.1.11)	PLF_572511_00000694	PGF_07421229
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3161	RUMHYD_00156	159694	162318	+	2625	ppdK	Pyruvate,phosphate dikinase (EC 2.7.9.1)	PLF_572511_00000092	PGF_00045999
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3162	RUMHYD_00157	162593	164206	-	1614		D-mannonate oxidoreductase (EC 1.1.1.57)	PLF_572511_00001319	PGF_05151036
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3163	RUMHYD_00158	164203	165276	-	1074	uxuA	Mannonate dehydratase (EC 4.2.1.8)	PLF_572511_00001175	PGF_06985891
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3164	RUMHYD_00159	165412	165558	+	147		hypothetical protein	PLF_572511_00030905	PGF_05243171
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3165	RUMHYD_00160	165575	166990	+	1416	uxaC	Uronate isomerase (EC 5.3.1.12)	PLF_572511_00014783	PGF_00066263
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3166	RUMHYD_00161	167156	167755	+	600		hypothetical protein	PLF_572511_00027833	PGF_04336606
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3167	RUMHYD_00162	167968	169002	+	1035		hypothetical protein	PLF_572511_00017931	PGF_08108350
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3168	RUMHYD_00163	169048	170010	+	963		hypothetical protein	PLF_572511_00031054	PGF_08225224
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3169	RUMHYD_00164	170023	171528	+	1506		Ribose ABC transporter, ATP-binding protein RbsA (TC 3.A.1.2.1)	PLF_572511_00006359	PGF_08052063
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3170	RUMHYD_00165	171547	172452	+	906		hypothetical protein	PLF_572511_00025310	PGF_05858102
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3171	RUMHYD_00166	172471	173748	+	1278		Iron-sulfur cluster-binding protein	PLF_572511_00036925	PGF_00015570
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3172	RUMHYD_00167	173773	175167	+	1395		Gamma-aminobutyrate:alpha-ketoglutarate aminotransferase (EC 2.6.1.19)	PLF_572511_00032161	PGF_03814919
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3173	RUMHYD_00168	175262	176284	-	1023		2-dehydro-3-deoxygluconokinase (EC 2.7.1.45)	PLF_572511_00001118	PGF_05097244
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3174	RUMHYD_00169	176302	177327	-	1026		2-dehydro-3-deoxygluconokinase (EC 2.7.1.45)	PLF_572511_00000568	PGF_05097244
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3175	RUMHYD_00170	177329	177970	-	642	eda	4-hydroxy-2-oxoglutarate aldolase (EC 4.1.3.16) @ 2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14)	PLF_572511_00000938	PGF_00730641
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3176	RUMHYD_00171	178193	179065	+	873		hypothetical protein	PLF_572511_00004627	PGF_02711024
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3177	RUMHYD_00172	179555	181717	+	2163	gnpA	1,3-beta-galactosyl-N-acetylhexosamine phosphorylase (EC 2.4.1.211)	PLF_572511_00000439	PGF_06501817
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3178	RUMHYD_00173	181779	182615	-	837		hypothetical protein	PLF_572511_00006976	PGF_08225224
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3179		182773	182889	+	117		hypothetical protein	PLF_572511_00035095	PGF_06578001
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3180	RUMHYD_00174	183084	184484	+	1401		ABC transporter, substrate-binding protein (cluster 1, maltose/g3p/polyamine/iron)	PLF_572511_00002778	PGF_07870324
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3181	RUMHYD_00175	184563	185453	+	891		N-Acetyl-D-glucosamine ABC transport system, permease protein	PLF_572511_00002586	PGF_00023641
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3182	RUMHYD_00176	185474	186343	+	870		ABC transporter, permease protein 2 (cluster 1, maltose/g3p/polyamine/iron)	PLF_572511_00002250	PGF_10552060
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3183	RUMHYD_00177	186357	186524	+	168		hypothetical protein	PLF_572511_00036797	PGF_06543147
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3184	RUMHYD_00178	186676	187794	+	1119		GALNS arylsulfatase regulator (Fe-S oxidoreductase)	PLF_572511_00035606	PGF_00006721
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3185	RUMHYD_00179	187845	189305	-	1461		Arylsulfatase (EC 3.1.6.1)	PLF_572511_00005169	PGF_07744023
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3186	RUMHYD_00180	189391	190326	-	936		Two-component response regulator yesN	PLF_572511_00050799	PGF_00062527
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3187	RUMHYD_00181	190399	190527	+	129		hypothetical protein	PLF_572511_00034529	PGF_05355810
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3188	RUMHYD_00182	190544	191467	+	924		FIG00523537: hypothetical protein	PLF_572511_00014774	PGF_03115091
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3189	RUMHYD_00183	191473	192585	+	1113		N-acetylhexosamine 1-kinase (EC 2.7.1.162)	PLF_572511_00000015	PGF_12912664
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3190	RUMHYD_00184	192614	193633	+	1020	galE	UDP-glucose 4-epimerase (EC 5.1.3.2)	PLF_572511_00000542	PGF_01033123
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3191	RUMHYD_00185	193797	194690	+	894		hypothetical protein	PLF_572511_00059906	PGF_12945832
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3192	RUMHYD_00186	194759	195151	-	393		hypothetical protein	PLF_572511_00004358	PGF_08225224
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3193	RUMHYD_00187	195383	196471	+	1089		Iron-sulfur cluster-binding protein	PLF_572511_00000995	PGF_00015572
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3194	RUMHYD_00188	196530	196952	+	423		hypothetical protein	PLF_572511_00007194	PGF_08225224
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3195	RUMHYD_00189	197080	198186	-	1107		Endonuclease/exonuclease/phosphatase family protein	PLF_572511_00032918	PGF_00940702
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3196	RUMHYD_00190	198447	198866	+	420		hypothetical protein	PLF_572511_00034384	PGF_00775986
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3197	RUMHYD_00191	198954	200414	-	1461	thiD	Hydroxymethylpyrimidine phosphate kinase ThiD (EC 2.7.4.7)	PLF_572511_00000455	PGF_05520131
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3198	RUMHYD_00192	200401	201225	-	825		Hydroxyethylthiazole kinase (EC 2.7.1.50)	PLF_572511_00031983	PGF_02787474
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3199	RUMHYD_00193	201218	201736	-	519	thiW	Substrate-specific component ThiW of predicted thiazole ECF transporter	PLF_572511_00033935	PGF_00054415
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	misc_feature	fig|476272.21.misc_feature.13		202167	202273	-	107		TPP riboswitch (THI element)		
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3200		202392	202505	+	114		hypothetical protein	PLF_572511_00027969	PGF_05979766
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3201	RUMHYD_00194	202536	202697	+	162		hypothetical protein	PLF_572511_00030674	PGF_04198755
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3202	RUMHYD_00195	202928	204118	+	1191	cbiD	Cobalt-precorrin-5B (C1)-methyltransferase (EC 2.1.1.195)	PLF_572511_00000699	PGF_00418292
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3203	RUMHYD_00196	204138	204827	+	690	cobI	Cobalt-precorrin-2 C(20)-methyltransferase (EC 2.1.1.151)	PLF_572511_00003336	PGF_00717752
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3204	RUMHYD_00197	204831	205601	+	771	cobM	Cobalt-precorrin-4 C(11)-methyltransferase (EC 2.1.1.271)	PLF_572511_00000698	PGF_00418291
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3205	RUMHYD_00198	205598	206647	+	1050		Cobalt-precorrin 5A hydrolase (EC 3.7.1.12)	PLF_572511_00001311	PGF_00418278
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3206	RUMHYD_00199	206640	207371	+	732	cobJ	Cobalt-precorrin-3 C(17)-methyltransferase (EC 2.1.1.272)	PLF_572511_00000042	PGF_00418285
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3207	RUMHYD_00200	207364	209340	+	1977	cobK	Cobalt-precorrin-6A reductase (EC 1.3.1.106) / Cobalt-precorrin-7 (C5)-methyltransferase (EC 2.1.1.289) / Cobalt-precorrin-6B C15-methyltransferase [decarboxylating] (EC 2.1.1.196)	PLF_572511_00001652	PGF_00418296
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3208	RUMHYD_00201	209337	210767	+	1431	cobB	Cobyrinic acid a,c-diamide synthetase (EC 6.3.5.11)	PLF_572511_00000701	PGF_00418379
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3209	RUMHYD_00202	210755	211726	+	972	cobD	Adenosylcobinamide-phosphate synthase (EC 6.3.1.10)	PLF_572511_00000752	PGF_00035334
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3210	RUMHYD_00203	211746	212783	+	1038		L-threonine 3-O-phosphate decarboxylase (EC 4.1.1.81)	PLF_572511_00015154	PGF_05579323
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3211	RUMHYD_00204	212864	214378	+	1515	cobQ	Cobyric acid synthase (EC 6.3.5.10)	PLF_572511_00000138	PGF_05554840
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3212	RUMHYD_00205	214383	215021	+	639	cobH	Cobalt-precorrin-8 methylmutase (EC 5.4.99.60)	PLF_572511_00000137	PGF_00418309
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3213	RUMHYD_00206	215100	215891	-	792	cbiK	Sirohydrochlorin cobaltochelatase CbiK (EC 4.99.1.3) @ Sirohydrochlorin ferrochelatase activity of CbiK (EC 4.99.1.4)	PLF_572511_00023322	PGF_00324246
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3214	RUMHYD_00207	215945	216790	-	846		Cobalt ECF transporter, ATPase component of energizing module CbiO	PLF_572511_00001601	PGF_04438420
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3215	RUMHYD_00208	216806	217579	-	774	cbiQ	Cobalt ECF transporter, transmembrane component of energizing module CbiQ	PLF_572511_00031821	PGF_00060510
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3216	RUMHYD_00209	217608	217910	-	303	cbiN	Cobalt ECF transporter, additional substrate-binding protein CbiN	PLF_572511_00000948	PGF_00034775
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3217	RUMHYD_00210	217912	218658	-	747	cbiM	Cobalt ECF transporter, substrate-binding protein CbiM	PLF_572511_00001051	PGF_00054359
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	misc_feature	fig|476272.21.misc_feature.14		218829	219003	-	175		cobalamin riboswitch		
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3218	RUMHYD_00211	219243	220472	+	1230	hemA	Glutamyl-tRNA reductase (EC 1.2.1.70)	PLF_572511_00000601	PGF_00008334
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3219	RUMHYD_00212	220462	220929	+	468		Precorrin-2 oxidase (EC 1.3.1.76) @ Sirohydrochlorin ferrochelatase activity of CysG (EC 4.99.1.4) / Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)	PLF_572511_00001875	PGF_00035455
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3220	RUMHYD_00213	220926	221801	+	876	hemC	Porphobilinogen deaminase (EC 2.5.1.61)	PLF_572511_00000627	PGF_10097367
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3221	RUMHYD_00214	221802	223189	+	1388	cobA	Uroporphyrinogen-III methyltransferase (EC 2.1.1.107) / Uroporphyrinogen-III synthase (EC 4.2.1.75)	PLF_572511_00001502	PGF_00066286
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	gap	fig|476272.21.gap.164		223190	223621	+	432		undefind gap		
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3222	RUMHYD_00216	223714	224697	+	984	hemB	Porphobilinogen synthase (EC 4.2.1.24)	PLF_572511_00000830	PGF_00489714
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3223	RUMHYD_00217	224697	224983	+	287		Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	PLF_572511_00000773	PGF_09019918
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	gap	fig|476272.21.gap.165		224984	225261	+	278		undefind gap		
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3224	RUMHYD_00218	225262	226273	+	1012		Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	PLF_572511_00000773	PGF_09019918
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3225	RUMHYD_00219	226355	227422	+	1068		6-phosphogluconolactonase (EC 3.1.1.31)	PLF_572511_00000674	PGF_05564656
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3226	RUMHYD_00220	227644	228585	+	942		Magnesium and cobalt transport protein CorA	PLF_572511_00000803	PGF_04846590
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3227	RUMHYD_00221	228613	229452	+	840		hypothetical protein	PLF_572511_00001075	PGF_08225224
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3228	RUMHYD_00222	229478	230914	+	1437	pyk	Pyruvate kinase (EC 2.7.1.40)	PLF_572511_00033651	PGF_07760799
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3229	RUMHYD_00223	230940	232223	+	1284		Diaminopimelate decarboxylase (EC 4.1.1.20)	PLF_572511_00000159	PGF_10373476
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3230	RUMHYD_00224	232418	232780	+	363		hypothetical protein	PLF_572511_00001537	PGF_08225224
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	tRNA	fig|476272.21.rna.60	RUMHYD_00225	232910	232993	-	84		tRNA-Leu		
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3231	RUMHYD_00226	233267	234277	+	1011		Transcriptional regulator, LacI family	PLF_572511_00026392	PGF_09774558
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3232	RUMHYD_00227	234296	235060	+	765		hypothetical protein	PLF_572511_00027906	PGF_06792652
476272.21	Blautia hydrogenotrophica DSM 10507	GG657679	PATRIC	CDS	fig|476272.21.peg.3233	RUMHYD_00228	235396	235689	+	294		hypothetical protein	PLF_572511_00001275	PGF_02791623
